"givenName","sn","fullName","cn","description","l","title","ou","telephoneNumber","mobile","uid","co","company","st","isManager","physicalDeliveryOfficeName","workforceID"
Kelsey,Proctor,Kelsey Proctor,kproctor,kproctor,New York City,Junior Consultant,Consulting,1-212-806-3855,1-212-793-2281,kproctor,United States,Excession Systems,New York,FALSE,New York City,9-00883
Lucas,Good,Lucas Good,lgood,lgood,New York City,iOS Developer,Developers,1-212-806-3855,1-212-793-2281,lgood,United States,Excession Systems,New York,FALSE,New York City,9-00884
Lauren,Velasquez,Lauren Velasquez,lvelasqu,lvelasqu,New York City,Support Supervisor,Support,1-212-806-3855,1-212-793-2281,lvelasqu,United States,Excession Systems,New York,FALSE,New York City,9-00885
Lindsey,Velez,Lindsey Velez,lvelez,lvelez,New York City,Junior Consultant,Consulting,1-212-806-3855,1-212-793-2281,lvelez,United States,Excession Systems,New York,FALSE,New York City,9-00886
Mackenzie,Alverez,Mackenzie Alverez,malverez,malverez,New York City,Event Co-ordinator,Sales,1-212-806-3855,1-212-793-2281,malverez,United States,Excession Systems,New York,FALSE,New York City,9-00887
Marissa,Barr,Marissa Barr,mbarr,mbarr,New York City,Event Co-ordinator,Sales,1-212-806-3855,1-212-793-2281,mbarr,United States,Excession Systems,New York,FALSE,New York City,9-00888
Madison,Dominguez,Madison Dominguez,mdomingu,mdomingu,New York City,Junior Consultant,Consulting,1-212-806-3855,1-212-793-2281,mdomingu,United States,Excession Systems,New York,FALSE,New York City,9-00889
Morgan,Galloway,Morgan Galloway,mgallowa,mgallowa,New York City,Sales Executive,Sales,1-212-806-3855,1-212-793-2281,mgallowa,United States,Excession Systems,New York,FALSE,New York City,9-00890
Molly,Hendricks,Molly Hendricks,mhendric,mhendric,New York City,Windows Developer,Developers,1-212-806-3855,1-212-793-2281,mhendric,United States,Excession Systems,New York,FALSE,New York City,9-00891
Mary,Holden,Mary Holden,mholden,mholden,New York City,DB Developer,Developers,1-212-806-3855,1-212-793-2281,mholden,United States,Excession Systems,New York,FALSE,New York City,9-00892
Miranda,Carey,Miranda Carey,micarey,micarey,New York City,Marketing Executive,Sales,1-212-806-3855,1-212-793-2281,micarey,United States,Excession Systems,New York,FALSE,New York City,9-00893
Michelle,Padilla,Michelle Padilla,mpadilla,mpadilla,New York City,Linux Developer,Developers,1-212-806-3855,1-212-793-2281,mpadilla,United States,Excession Systems,New York,FALSE,New York City,9-00894
Maria,Short,Maria Short,mshort,mshort,New York City,Web Developer,Developers,1-212-806-3855,1-212-793-2281,mshort,United States,Excession Systems,New York,FALSE,New York City,9-00895
Melissa,Vasquez,Melissa Vasquez,mvasquez,mvasquez,New York City,Sales Executive,Sales,1-212-806-3855,1-212-793-2281,mvasquez,United States,Excession Systems,New York,FALSE,New York City,9-00896
Nicole,Joseph,Nicole Joseph,njoseph,njoseph,New York City,Marketing Executive,Sales,1-212-806-3855,1-212-793-2281,njoseph,United States,Excession Systems,New York,FALSE,New York City,9-00897
Nathaniel,Romero,Nathaniel Romero,nromero,nromero,New York City,iOS Developer,Developers,1-212-806-3855,1-212-793-2281,nromero,United States,Excession Systems,New York,FALSE,New York City,9-00898
Olivia,Whitaker,Olivia Whitaker,owhitake,owhitake,New York City,Web Developer,Developers,1-212-806-3855,1-212-793-2281,owhitake,United States,Excession Systems,New York,FALSE,New York City,9-00899
Peter,Hinton,Peter Hinton,phinton,phinton,New York City,DB Developer,Developers,1-212-806-3855,1-212-793-2281,phinton,United States,Excession Systems,New York,FALSE,New York City,9-00900
Patrick,Knapp,Patrick Knapp,pknapp,pknapp,New York City,Sales Executive,Sales,1-212-806-3855,1-212-793-2281,pknapp,United States,Excession Systems,New York,FALSE,New York City,9-00901
Ryan,Cortez,Ryan Cortez,rcortez,rcortez,New York City,Linux Developer,Developers,1-212-806-3855,1-212-793-2281,rcortez,United States,Excession Systems,New York,FALSE,New York City,9-00902
Richard,Mills,Richard Mills,rmills,rmills,New York City,Marketing Executive,Sales,1-212-806-3855,1-212-793-2281,rmills,United States,Excession Systems,New York,FALSE,New York City,9-00903
Shelby,Anthony,Shelby Anthony,santhony,santhony,New York City,Web Developer,Developers,1-212-806-3855,1-212-793-2281,santhony,United States,Excession Systems,New York,FALSE,New York City,9-00904
Savannah,Braun,Savannah Braun,sbraun,sbraun,New York City,Marketing Executive,Sales,1-212-806-3855,1-212-793-2281,sbraun,United States,Excession Systems,New York,FALSE,New York City,9-00905
Stephen,Carney,Stephen Carney,scarney,scarney,New York City,DB Developer,Developers,1-212-806-3855,1-212-793-2281,scarney,United States,Excession Systems,New York,FALSE,New York City,9-00906
Shannon,Luna,Shannon Luna,sluna,sluna,New York City,Sales Executive,Sales,1-212-806-3855,1-212-793-2281,sluna,United States,Excession Systems,New York,FALSE,New York City,9-00907
Spencer,McFarland,Spencer McFarland,smcfarla,smcfarla,New York City,Marketing Executive,Sales,1-212-806-3855,1-212-793-2281,smcfarla,United States,Excession Systems,New York,FALSE,New York City,9-00908
Seth,Medina,Seth Medina,smedina,smedina,New York City,iOS Developer,Developers,1-212-806-3855,1-212-793-2281,smedina,United States,Excession Systems,New York,FALSE,New York City,9-00909
Sara,Middleton,Sara Middleton,smiddlet,smiddlet,New York City,Windows Developer,Developers,1-212-806-3855,1-212-793-2281,smiddlet,United States,Excession Systems,New York,FALSE,New York City,9-00910
Samantha,Roberson,Samantha Roberson,sroberso,sroberso,New York City,Sales Executive,Sales,1-212-806-3855,1-212-793-2281,sroberso,United States,Excession Systems,New York,FALSE,New York City,9-00911
Taylor,Arnold,Taylor Arnold,tarnold,tarnold,New York City,Event Co-ordinator,Sales,1-212-806-3855,1-212-793-2281,tarnold,United States,Excession Systems,New York,FALSE,New York City,9-00912
Trevor,Cantu,Trevor Cantu,tcantu,tcantu,New York City,iOS Developer,Developers,1-212-806-3855,1-212-793-2281,tcantu,United States,Excession Systems,New York,FALSE,New York City,9-00913
Test,User09,Test User09,testuser09,testuser09,New York City,Testing Account,Technical,1-212-806-3855,1-212-793-2281,testuser09,United States,Excession Systems,New York,FALSE,New York City,9-00914
Thomas,Moss,Thomas Moss,tmoss,tmoss,New York City,Linux Developer,Developers,1-212-806-3855,1-212-793-2281,tmoss,United States,Excession Systems,New York,FALSE,New York City,9-00915
Timothy,Sweeney,Timothy Sweeney,tsweeney,tsweeney,New York City,Marketing Supervisor,Sales,1-212-806-3855,1-212-793-2281,tsweeney,United States,Excession Systems,New York,FALSE,New York City,9-00916
Vanessa,Murillo,Vanessa Murillo,vmurillo,vmurillo,New York City,Sales Supervisor,Sales,1-212-806-3855,1-212-793-2281,vmurillo,United States,Excession Systems,New York,FALSE,New York City,9-00917
Whitney,Cunningham,Whitney Cunningham,wcunning,wcunning,New York City,Development Supervisor,Developers,1-212-806-3855,1-212-793-2281,wcunning,United States,Excession Systems,New York,FALSE,New York City,9-00918
Zachary,Newton,Zachary Newton,znewton,znewton,New York City,Inside Sales,Sales,1-212-806-3855,1-212-793-2281,znewton,United States,Excession Systems,New York,FALSE,New York City,9-00919
Alexander,Anderson,Alexander Anderson,aanderso,aanderso,Ottawa,Lead Developer,Developers,1-613-806-3855,1-613-793-2281,aanderso,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00117
Alyssa,Ayers,Alyssa Ayers,aayers,aayers,Ottawa,Lawyer,Legal,1-613-806-3855,1-613-793-2281,aayers,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00122
Angel,Bailey,Angel Bailey,abailey,abailey,Ottawa,Consulting Manager,Management,1-613-806-3855,1-613-793-2281,abailey,Canada,Excession Systems,Ontario,TRUE,Ottawa,1-00109
Andrew,Callahan,Andrew Callahan,acallaha,acallaha,Ottawa,Event Co-ordinator,Sales,1-613-806-3855,1-613-793-2281,acallaha,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00125
Anna,Carter,Anna Carter,acarter,acarter,Ottawa,iOS Developer,Developers,1-613-806-3855,1-613-793-2281,acarter,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00127
Addison,Clark,Addison Clark,aclark,aclark,Ottawa,Payroll Clerk,Human Resources,1-613-806-3855,1-613-793-2281,aclark,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00113
Alicia,Curry,Alicia Curry,acurry,acurry,Ottawa,Hiring,Human Resources,1-613-806-3855,1-613-793-2281,acurry,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00120
Adam,Duncan,Adam Duncan,aduncan,aduncan,Ottawa,Senior Consultant,Consulting,1-613-806-3855,1-613-793-2281,aduncan,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00112
Alex,Foley,Alex Foley,afoley,afoley,Ottawa,DB Developer,Developers,1-613-806-3855,1-613-793-2281,afoley,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00115
Andrew,Gagnon,Andrew Gagnon,agagnon,agagnon,Ottawa,Technical Specialist - Linux OS,Technical,1-613-806-3855,1-613-793-2281,agagnon,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00126
Alexandria,Garcia,Alexandria Garcia,agarcia,agarcia,Ottawa,GL Technician,Finance,1-613-806-3855,1-613-793-2281,agarcia,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00118
Aubrey,Gray,Aubrey Gray,agray,agray,Ottawa,Human Resources Manager,Management,1-613-806-3855,1-613-793-2281,agray,Canada,Excession Systems,Ontario,TRUE,Ottawa,1-00108
Alexis,Hernandez,Alexis Hernandez,ahernand,ahernand,Ottawa,Product Placement Specialist,Marketing,1-613-806-3855,1-613-793-2281,ahernand,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00119
Audrey,Hughes,Audrey Hughes,ahughes,ahughes,Ottawa,Lawyer,Legal,1-613-806-3855,1-613-793-2281,ahughes,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00132
Alexa,Jenkins,Alexa Jenkins,ajenkins,ajenkins,Ottawa,Lawyer,Legal,1-613-806-3855,1-613-793-2281,ajenkins,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00116
Alyssa,Lopez,Alyssa Lopez,alopez,alopez,Ottawa,Customer Support Specialist,Support,1-613-806-3855,1-613-793-2281,alopez,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00123
Anthony,Martinez,Anthony Martinez,amartine,amartine,Ottawa,Senior Consultant,Consulting,1-613-806-3855,1-613-793-2281,amartine,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00128
Anthony,White,Anthony White,anwhite,anwhite,Ottawa,Inside Sales,Sales,1-613-806-3855,1-613-793-2281,anwhite,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00129
Aaron,Ortiz,Aaron Ortiz,aortiz,aortiz,Ottawa,AP Technician,Finance,1-613-806-3855,1-613-793-2281,aortiz,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00110
Ashley,Perez,Ashley Perez,aperez,aperez,Ottawa,Budget Officer,Finance,1-613-806-3855,1-613-793-2281,aperez,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00130
Amy,Richards,Amy Richards,arichard,arichard,Ottawa,Operations Officer,Operations,1-613-806-3855,1-613-793-2281,arichard,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00124
Allison,Rivera,Allison Rivera,arivera,arivera,Ottawa,Inside Sales,Sales,1-613-806-3855,1-613-793-2281,arivera,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00121
Andrew,Robb,Andrew Robb,arobb,arobb,Ottawa,Technical Manager,Management,1-613-806-3855,1-613-793-2281,arobb,Canada,Excession Systems,Ontario,TRUE,Ottawa,1-00102
Ashley,Sherman,Ashley Sherman,asherman,asherman,Ottawa,Web Support Technician,Support,1-613-806-3855,1-613-793-2281,asherman,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00131
Ava,Taylor,Ava Taylor,ataylor,ataylor,Ottawa,Intermediate Consultant,Consulting,1-613-806-3855,1-613-793-2281,ataylor,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00133
Aiden,Thompson,Aiden Thompson,athompso,athompso,Ottawa,Internal Support Specialist,Support,1-613-806-3855,1-613-793-2281,athompso,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00114
Avery,Ward,Avery Ward,award,award,Ottawa,Conference Event Coordinator,Marketing,1-613-806-3855,1-613-793-2281,award,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00134
Abigail,White,Abigail White,awhite,awhite,Ottawa,Lawyer,Legal,1-613-806-3855,1-613-793-2281,awhite,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00111
Benjamin,Acevedo,Benjamin Acevedo,bacevedo,bacevedo,Ottawa,Web Technician,Technical,1-613-806-3855,1-613-793-2281,bacevedo,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00137
Brianna,Adams,Brianna Adams,badams,badams,Ottawa,Technical Specialist - iOS,Technical,1-613-806-3855,1-613-793-2281,badams,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00139
Brandon,Cook,Brandon Cook,bcook,bcook,Ottawa,Customer Support Specialist,Support,1-613-806-3855,1-613-793-2281,bcook,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00138
Ben,Kingsley,Ben Kingsley,bkingsle,bkingsle,Ottawa,iOS Developer,Developers,1-613-806-3855,1-613-793-2281,bkingsle,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00135
Benjamin,Ramirez,Benjamin Ramirez,bramirez,bramirez,Ottawa,Sales Executive,Sales,1-613-806-3855,1-613-793-2281,bramirez,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00136
Brooklyn,Ross,Brooklyn Ross,bross,bross,Ottawa,Intermediate Consultant,Consulting,1-613-806-3855,1-613-793-2281,bross,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00140
Christian,Baker,Christian Baker,cbaker,cbaker,Ottawa,Scolarship Coordinator,Finance,1-613-806-3855,1-613-793-2281,cbaker,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00143
Chloe,Garcia,Chloe Garcia,cgarcia,cgarcia,Ottawa,Technical Specialist - Workstation OS,Technical,1-613-806-3855,1-613-793-2281,cgarcia,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00142
Caleb,Morgan,Caleb Morgan,cmorgan,cmorgan,Ottawa,Linux Developer,Developers,1-613-806-3855,1-613-793-2281,cmorgan,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00141
Christopher,Roy,Christopher Roy,croy,croy,Ottawa,Hiring Officer,Human Resources,1-613-806-3855,1-613-793-2281,croy,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00144
Dylan,Flores,Dylan Flores,dflores,dflores,Ottawa,Print Marketing Coordinator,Marketing,1-613-806-3855,1-613-793-2281,dflores,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00147
Daniel,Harris,Daniel Harris,dharris,dharris,Ottawa,Conference Event Coordinator,Marketing,1-613-806-3855,1-613-793-2281,dharris,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00145
Destiny,Powell,Destiny Powell,dpowell,dpowell,Ottawa,Law Clerk,Legal,1-613-806-3855,1-613-793-2281,dpowell,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00146
David,Robb,David Robb,drobb,drobb,Ottawa,President,Management,1-613-806-3855,1-613-793-2281,drobb,Canada,Excession Systems,Ontario,TRUE,Ottawa,1-00101
Emma,Davis,Emma Davis,edavis,edavis,Ottawa,Marketing Specialist,Marketing,1-613-806-3855,1-613-793-2281,edavis,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00151
Evan,Howard,Evan Howard,ehoward,ehoward,Ottawa,Technical Specialist - Database,Technical,1-613-806-3855,1-613-793-2281,ehoward,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00153
Elijah,Scott,Elijah Scott,escott,escott,Ottawa,Sales Executive,Sales,1-613-806-3855,1-613-793-2281,escott,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00148
Emily,Thomas,Emily Thomas,ethomas,ethomas,Ottawa,GL Technician,Finance,1-613-806-3855,1-613-793-2281,ethomas,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00150
Etahn,Williams,Etahn Williams,ewilliam,ewilliam,Ottawa,AR Technician,Finance,1-613-806-3855,1-613-793-2281,ewilliam,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00152
Ella,Young,Ella Young,eyoung,eyoung,Ottawa,Customer Support Specialist,Support,1-613-806-3855,1-613-793-2281,eyoung,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00149
Gavin,Edwards,Gavin Edwards,gedwards,gedwards,Ottawa,Supply Chain Coordinator,Finance,1-613-806-3855,1-613-793-2281,gedwards,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00156
Grace,King,Grace King,gking,gking,Ottawa,Assistant to Human Resources Manager,Human Resources,1-613-806-3855,1-613-793-2281,gking,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00157
Gabriel,Nelson,Gabriel Nelson,gnelson,gnelson,Ottawa,Intermediate Consultant,Consulting,1-613-806-3855,1-613-793-2281,gnelson,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00154
Gabrielle,Reed,Gabrielle Reed,greed,greed,Ottawa,Windows Developer,Developers,1-613-806-3855,1-613-793-2281,greed,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00155
Hannah,Lewis,Hannah Lewis,hlewis,hlewis,Ottawa,Web Marketing Coordinator,Marketing,1-613-806-3855,1-613-793-2281,hlewis,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00159
Hailey,Mitchell,Hailey Mitchell,hmitchel,hmitchel,Ottawa,Law Clerk,Legal,1-613-806-3855,1-613-793-2281,hmitchel,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00158
Isaiah,Bennett,Isaiah Bennett,ibennett,ibennett,Ottawa,Application Support Technician,Support,1-613-806-3855,1-613-793-2281,ibennett,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00161
Issac,Gomez,Issac Gomez,igomez,igomez,Ottawa,Sales Executive,Sales,1-613-806-3855,1-613-793-2281,igomez,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00162
Isabella,Johnson,Isabella Johnson,ijohnson,ijohnson,Ottawa,QA Developer,Developers,1-613-806-3855,1-613-793-2281,ijohnson,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00160
John,Allen,John Allen,jallen,jallen,Ottawa,Payroll Clerk,Human Resources,1-613-806-3855,1-613-793-2281,jallen,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00169
James,Robb,James Robb,jarobb,jarobb,Ottawa,Operations and Support Manager,Management,1-613-806-3855,1-613-793-2281,jarobb,Canada,Excession Systems,Ontario,TRUE,Ottawa,1-00103
Joseph,Campbell,Joseph Campbell,jcampbel,jcampbel,Ottawa,Application Support Technician,Support,1-613-806-3855,1-613-793-2281,jcampbel,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00174
Jackson,Cox,Jackson Cox,jcox,jcox,Ottawa,Junior Consultant,Consulting,1-613-806-3855,1-613-793-2281,jcox,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00164
James,Gonzalez,James Gonzalez,jgonzale,jgonzale,Ottawa,Web Developer,Developers,1-613-806-3855,1-613-793-2281,jgonzale,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00166
Joshua,Lam,Joshua Lam,jlam,jlam,Ottawa,Technical Specialist - Web Applications,Technical,1-613-806-3855,1-613-793-2281,jlam,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00175
Jayden,Miller,Jayden Miller,jmiller,jmiller,Ottawa,Sales Executive,Sales,1-613-806-3855,1-613-793-2281,jmiller,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00168
Jordan,Morales,Jordan Morales,jmorales,jmorales,Ottawa,Assistant to Marketing Manager,Marketing,1-613-806-3855,1-613-793-2281,jmorales,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00172
Jack,Murphy,Jack Murphy,jmurphy,jmurphy,Ottawa,Technical Specialist - Web Server,Technical,1-613-806-3855,1-613-793-2281,jmurphy,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00163
Justin,Price,Justin Price,jprice,jprice,Ottawa,Database Developer,Developers,1-613-806-3855,1-613-793-2281,jprice,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00177
Jasmine,Reyes,Jasmine Reyes,jreyes,jreyes,Ottawa,Assistant to Finance Manager,Finance,1-613-806-3855,1-613-793-2281,jreyes,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00167
John,Robb,John Robb,jrobb,jrobb,Ottawa,Sales and Marketing Manager,Management,1-613-806-3855,1-613-793-2281,jrobb,Canada,Excession Systems,Ontario,TRUE,Ottawa,1-00104
Jonathan,Roberts,Jonathan Roberts,jroberts,jroberts,Ottawa,Law Clerk,Legal,1-613-806-3855,1-613-793-2281,jroberts,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00171
Jacob,Smith,Jacob Smith,jsmith,jsmith,Ottawa,Senior Consultant,Consulting,1-613-806-3855,1-613-793-2281,jsmith,Canada,Excession Systems,Ontario,FALSE,Ottawa,1-00165
